event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
RAW,1761205155.022,10.128.97.229,40085,A,raspberrypi,1761205158.086,-66.60,,,,
RAW,1761205155.521,10.128.97.229,40085,A,raspberrypi,1761205158.587,-66.40,,,,
RAW,1761205156.033,10.128.97.229,40085,A,raspberrypi,1761205159.087,-65.80,,,,
RAW,1761205156.553,10.128.97.229,40085,A,raspberrypi,1761205159.588,-68.70,,,,
RAW,1761205157.119,10.128.97.229,40085,A,raspberrypi,1761205160.089,-71.30,,,,
RAW,1761205157.472,10.128.97.229,40085,A,raspberrypi,1761205160.589,-66.40,,,,
RAW,1761205157.983,10.128.97.229,40085,A,raspberrypi,1761205161.090,-61.80,,,,
RAW,1761205158.494,10.128.97.229,40085,A,raspberrypi,1761205161.590,-64.20,,,,
RAW,1761205159.002,10.128.97.229,40085,A,raspberrypi,1761205162.091,-62.70,,,,
RAW,1761205159.514,10.128.97.229,40085,A,raspberrypi,1761205162.591,-63.30,,,,
RAW,1761205160.058,10.128.97.229,40085,A,raspberrypi,1761205163.092,-61.50,,,,
RAW,1761205160.548,10.128.97.229,40085,A,raspberrypi,1761205163.593,-58.80,,,,
LEG_VAST,1761205161.028,,,A,raspberrypi,,,mean,20,9.500,-64.21
RAW,1761205161.050,10.128.97.229,40085,A,raspberrypi,1761205164.093,-53.30,,,,
RAW,1761205161.577,10.128.97.229,40085,A,raspberrypi,1761205164.594,-55.50,,,,
RAW,1761205161.971,10.128.97.229,40085,A,raspberrypi,1761205165.094,-59.40,,,,
RAW,1761205162.483,10.128.97.229,40085,A,raspberrypi,1761205165.595,-61.20,,,,
RAW,1761205162.997,10.128.97.229,40085,A,raspberrypi,1761205166.095,-65.40,,,,
RAW,1761205163.550,10.128.97.229,40085,A,raspberrypi,1761205166.596,-63.00,,,,
RAW,1761205164.022,10.128.97.229,40085,A,raspberrypi,1761205167.097,-55.20,,,,
RAW,1761205164.532,10.128.97.229,40085,A,raspberrypi,1761205167.597,-55.60,,,,
RAW,1761205165.045,10.128.97.229,40085,A,raspberrypi,1761205168.098,-59.30,,,,
RAW,1761205165.599,10.128.97.229,40085,A,raspberrypi,1761205168.598,-59.40,,,,
RAW,1761205166.070,10.128.97.229,40085,A,raspberrypi,1761205169.099,-61.60,,,,
RAW,1761205166.520,10.128.97.229,40085,A,raspberrypi,1761205169.599,-63.10,,,,
RAW,1761205166.991,10.128.97.229,40085,A,raspberrypi,1761205170.100,-60.60,,,,
RAW,1761205167.503,10.128.97.229,40085,A,raspberrypi,1761205170.601,-54.60,,,,
RAW,1761205168.016,10.128.97.229,40085,A,raspberrypi,1761205171.101,-58.10,,,,
RAW,1761205168.527,10.128.97.229,40085,A,raspberrypi,1761205171.602,-61.50,,,,
RAW,1761205169.039,10.128.97.229,40085,A,raspberrypi,1761205172.102,-59.30,,,,
